符号：{symbol} 10进：{dec} 16进：{hex} html代码：{html}
符号：⨒ 10进：10770 16进：2A12 html代码：&#10770;
符号：⨓ 10进：10771 16进：2A13 html代码：&#10771;
符号：⨔ 10进：10772 16进：2A14 html代码：&#10772;
符号：⨕ 10进：10773 16进：2A15 html代码：&#10773;
符号：⨖ 10进：10774 16进：2A16 html代码：&#10774;
符号：⨗ 10进：10775 16进：2A17 html代码：&#10775;
符号：⨘ 10进：10776 16进：2A18 html代码：&#10776;
符号：⨙ 10进：10777 16进：2A19 html代码：&#10777;
符号：⨚ 10进：10778 16进：2A1A html代码：&#10778;
符号：⨛ 10进：10779 16进：2A1B html代码：&#10779;
符号：⨜ 10进：10780 16进：2A1C html代码：&#10780;
符号：⨝ 10进：10781 16进：2A1D html代码：&#10781;
符号：⨞ 10进：10782 16进：2A1E html代码：&#10782;
符号：⨟ 10进：10783 16进：2A1F html代码：&#10783;
符号：⨠ 10进：10784 16进：2A20 html代码：&#10784;
符号：⨡ 10进：10785 16进：2A21 html代码：&#10785;
符号：⨢ 10进：10786 16进：2A22 html代码：&#10786;
符号：⨣ 10进：10787 16进：2A23 html代码：&#10787;
符号：⨤ 10进：10788 16进：2A24 html代码：&#10788;
符号：⨥ 10进：10789 16进：2A25 html代码：&#10789;
符号：⨦ 10进：10790 16进：2A26 html代码：&#10790;
符号：⨧ 10进：10791 16进：2A27 html代码：&#10791;
符号：⨨ 10进：10792 16进：2A28 html代码：&#10792;
符号：⨩ 10进：10793 16进：2A29 html代码：&#10793;
符号：⨪ 10进：10794 16进：2A2A html代码：&#10794;
符号：⨫ 10进：10795 16进：2A2B html代码：&#10795;
符号：⨬ 10进：10796 16进：2A2C html代码：&#10796;
符号：⨭ 10进：10797 16进：2A2D html代码：&#10797;
符号：⨮ 10进：10798 16进：2A2E html代码：&#10798;
符号：⨯ 10进：10799 16进：2A2F html代码：&#10799;
符号：⨰ 10进：10800 16进：2A30 html代码：&#10800;
符号：⨱ 10进：10801 16进：2A31 html代码：&#10801;
符号：⨲ 10进：10802 16进：2A32 html代码：&#10802;
符号：⨳ 10进：10803 16进：2A33 html代码：&#10803;
符号：⨴ 10进：10804 16进：2A34 html代码：&#10804;
符号：⨵ 10进：10805 16进：2A35 html代码：&#10805;
符号：⨶ 10进：10806 16进：2A36 html代码：&#10806;
符号：⨷ 10进：10807 16进：2A37 html代码：&#10807;
符号：⨸ 10进：10808 16进：2A38 html代码：&#10808;
符号：⨹ 10进：10809 16进：2A39 html代码：&#10809;
符号：⨺ 10进：10810 16进：2A3A html代码：&#10810;
符号：⨻ 10进：10811 16进：2A3B html代码：&#10811;
符号：⨼ 10进：10812 16进：2A3C html代码：&#10812;
符号：⨽ 10进：10813 16进：2A3D html代码：&#10813;
符号：⨾ 10进：10814 16进：2A3E html代码：&#10814;
符号：⨿ 10进：10815 16进：2A3F html代码：&#10815;
符号：⩀ 10进：10816 16进：2A40 html代码：&#10816;
符号：⩁ 10进：10817 16进：2A41 html代码：&#10817;
符号：⩂ 10进：10818 16进：2A42 html代码：&#10818;
符号：⩃ 10进：10819 16进：2A43 html代码：&#10819;
符号：⩄ 10进：10820 16进：2A44 html代码：&#10820;
符号：⩅ 10进：10821 16进：2A45 html代码：&#10821;
符号：⩆ 10进：10822 16进：2A46 html代码：&#10822;
符号：⩇ 10进：10823 16进：2A47 html代码：&#10823;
符号：⩈ 10进：10824 16进：2A48 html代码：&#10824;
符号：⩉ 10进：10825 16进：2A49 html代码：&#10825;
符号：⩊ 10进：10826 16进：2A4A html代码：&#10826;
符号：⩋ 10进：10827 16进：2A4B html代码：&#10827;
符号：⩌ 10进：10828 16进：2A4C html代码：&#10828;
符号：⩍ 10进：10829 16进：2A4D html代码：&#10829;
符号：⩎ 10进：10830 16进：2A4E html代码：&#10830;
符号：⩏ 10进：10831 16进：2A4F html代码：&#10831;
符号：⩐ 10进：10832 16进：2A50 html代码：&#10832;
符号：⩑ 10进：10833 16进：2A51 html代码：&#10833;
符号：⩒ 10进：10834 16进：2A52 html代码：&#10834;
符号：⩓ 10进：10835 16进：2A53 html代码：&#10835;
符号：⩔ 10进：10836 16进：2A54 html代码：&#10836;
符号：⩕ 10进：10837 16进：2A55 html代码：&#10837;
符号：⩖ 10进：10838 16进：2A56 html代码：&#10838;
符号：⩗ 10进：10839 16进：2A57 html代码：&#10839;
符号：⩘ 10进：10840 16进：2A58 html代码：&#10840;
符号：⩙ 10进：10841 16进：2A59 html代码：&#10841;
符号：⩚ 10进：10842 16进：2A5A html代码：&#10842;
符号：⩛ 10进：10843 16进：2A5B html代码：&#10843;
符号：⩜ 10进：10844 16进：2A5C html代码：&#10844;
符号：⩝ 10进：10845 16进：2A5D html代码：&#10845;
符号：⩞ 10进：10846 16进：2A5E html代码：&#10846;
符号：⩟ 10进：10847 16进：2A5F html代码：&#10847;
符号：⩠ 10进：10848 16进：2A60 html代码：&#10848;
符号：⩡ 10进：10849 16进：2A61 html代码：&#10849;
符号：⩢ 10进：10850 16进：2A62 html代码：&#10850;
符号：⩣ 10进：10851 16进：2A63 html代码：&#10851;
符号：⩤ 10进：10852 16进：2A64 html代码：&#10852;
符号：⩥ 10进：10853 16进：2A65 html代码：&#10853;
符号：⩦ 10进：10854 16进：2A66 html代码：&#10854;
符号：⩧ 10进：10855 16进：2A67 html代码：&#10855;
符号：⩨ 10进：10856 16进：2A68 html代码：&#10856;
符号：⩩ 10进：10857 16进：2A69 html代码：&#10857;
符号：⩪ 10进：10858 16进：2A6A html代码：&#10858;
符号：⩫ 10进：10859 16进：2A6B html代码：&#10859;
符号：⩬ 10进：10860 16进：2A6C html代码：&#10860;
符号：⩭ 10进：10861 16进：2A6D html代码：&#10861;
符号：⩮ 10进：10862 16进：2A6E html代码：&#10862;
符号：⩯ 10进：10863 16进：2A6F html代码：&#10863;
符号：⩰ 10进：10864 16进：2A70 html代码：&#10864;
符号：⩱ 10进：10865 16进：2A71 html代码：&#10865;
符号：⩲ 10进：10866 16进：2A72 html代码：&#10866;
符号：⩳ 10进：10867 16进：2A73 html代码：&#10867;
符号：⩴ 10进：10868 16进：2A74 html代码：&#10868;
符号：⩵ 10进：10869 16进：2A75 html代码：&#10869;
符号：⩶ 10进：10870 16进：2A76 html代码：&#10870;
符号：⩷ 10进：10871 16进：2A77 html代码：&#10871;
符号：⩸ 10进：10872 16进：2A78 html代码：&#10872;
符号：⩹ 10进：10873 16进：2A79 html代码：&#10873;
符号：⩺ 10进：10874 16进：2A7A html代码：&#10874;
符号：⩻ 10进：10875 16进：2A7B html代码：&#10875;
符号：⩼ 10进：10876 16进：2A7C html代码：&#10876;
符号：⩽ 10进：10877 16进：2A7D html代码：&#10877;
符号：⩾ 10进：10878 16进：2A7E html代码：&#10878;
符号：⩿ 10进：10879 16进：2A7F html代码：&#10879;
符号：⪀ 10进：10880 16进：2A80 html代码：&#10880;
符号：⪁ 10进：10881 16进：2A81 html代码：&#10881;
符号：⪂ 10进：10882 16进：2A82 html代码：&#10882;
符号：⪃ 10进：10883 16进：2A83 html代码：&#10883;
符号：⪄ 10进：10884 16进：2A84 html代码：&#10884;
符号：⪅ 10进：10885 16进：2A85 html代码：&#10885;
符号：⪆ 10进：10886 16进：2A86 html代码：&#10886;
符号：⪇ 10进：10887 16进：2A87 html代码：&#10887;
符号：⪈ 10进：10888 16进：2A88 html代码：&#10888;
符号：⪉ 10进：10889 16进：2A89 html代码：&#10889;
符号：⪊ 10进：10890 16进：2A8A html代码：&#10890;
符号：⪋ 10进：10891 16进：2A8B html代码：&#10891;
符号：⪌ 10进：10892 16进：2A8C html代码：&#10892;
符号：⪍ 10进：10893 16进：2A8D html代码：&#10893;
符号：⪎ 10进：10894 16进：2A8E html代码：&#10894;
符号：⪏ 10进：10895 16进：2A8F html代码：&#10895;
符号：⪐ 10进：10896 16进：2A90 html代码：&#10896;
符号：⪑ 10进：10897 16进：2A91 html代码：&#10897;
符号：⪒ 10进：10898 16进：2A92 html代码：&#10898;
符号：⪓ 10进：10899 16进：2A93 html代码：&#10899;
符号：⪔ 10进：10900 16进：2A94 html代码：&#10900;
符号：⪕ 10进：10901 16进：2A95 html代码：&#10901;
符号：⪖ 10进：10902 16进：2A96 html代码：&#10902;
符号：⪗ 10进：10903 16进：2A97 html代码：&#10903;
符号：⪘ 10进：10904 16进：2A98 html代码：&#10904;
符号：⪙ 10进：10905 16进：2A99 html代码：&#10905;
符号：⪚ 10进：10906 16进：2A9A html代码：&#10906;
符号：⪛ 10进：10907 16进：2A9B html代码：&#10907;
符号：⪜ 10进：10908 16进：2A9C html代码：&#10908;
符号：⪝ 10进：10909 16进：2A9D html代码：&#10909;
符号：⪞ 10进：10910 16进：2A9E html代码：&#10910;
符号：⪟ 10进：10911 16进：2A9F html代码：&#10911;
符号：⪠ 10进：10912 16进：2AA0 html代码：&#10912;
符号：⪡ 10进：10913 16进：2AA1 html代码：&#10913;
符号：⪢ 10进：10914 16进：2AA2 html代码：&#10914;
符号：⪣ 10进：10915 16进：2AA3 html代码：&#10915;
符号：⪤ 10进：10916 16进：2AA4 html代码：&#10916;
符号：⪥ 10进：10917 16进：2AA5 html代码：&#10917;
符号：⪦ 10进：10918 16进：2AA6 html代码：&#10918;
符号：⪧ 10进：10919 16进：2AA7 html代码：&#10919;
符号：⪨ 10进：10920 16进：2AA8 html代码：&#10920;
符号：⪩ 10进：10921 16进：2AA9 html代码：&#10921;
符号：⪪ 10进：10922 16进：2AAA html代码：&#10922;
符号：⪫ 10进：10923 16进：2AAB html代码：&#10923;
符号：⪬ 10进：10924 16进：2AAC html代码：&#10924;
符号：⪭ 10进：10925 16进：2AAD html代码：&#10925;
符号：⪮ 10进：10926 16进：2AAE html代码：&#10926;
符号：⪯ 10进：10927 16进：2AAF html代码：&#10927;
符号：⪰ 10进：10928 16进：2AB0 html代码：&#10928;
符号：⪱ 10进：10929 16进：2AB1 html代码：&#10929;
符号：⪲ 10进：10930 16进：2AB2 html代码：&#10930;
符号：⪳ 10进：10931 16进：2AB3 html代码：&#10931;
符号：⪴ 10进：10932 16进：2AB4 html代码：&#10932;
符号：⪵ 10进：10933 16进：2AB5 html代码：&#10933;
符号：⪶ 10进：10934 16进：2AB6 html代码：&#10934;
符号：⪷ 10进：10935 16进：2AB7 html代码：&#10935;
符号：⪸ 10进：10936 16进：2AB8 html代码：&#10936;
符号：⪹ 10进：10937 16进：2AB9 html代码：&#10937;
符号：⪺ 10进：10938 16进：2ABA html代码：&#10938;
符号：⪻ 10进：10939 16进：2ABB html代码：&#10939;
符号：⪼ 10进：10940 16进：2ABC html代码：&#10940;
符号：⪽ 10进：10941 16进：2ABD html代码：&#10941;
符号：⪾ 10进：10942 16进：2ABE html代码：&#10942;
符号：⪿ 10进：10943 16进：2ABF html代码：&#10943;
符号：⫀ 10进：10944 16进：2AC0 html代码：&#10944;
符号：⫁ 10进：10945 16进：2AC1 html代码：&#10945;
符号：⫂ 10进：10946 16进：2AC2 html代码：&#10946;
符号：⫃ 10进：10947 16进：2AC3 html代码：&#10947;
符号：⫄ 10进：10948 16进：2AC4 html代码：&#10948;
符号：⫅ 10进：10949 16进：2AC5 html代码：&#10949;
符号：⫆ 10进：10950 16进：2AC6 html代码：&#10950;
符号：⫇ 10进：10951 16进：2AC7 html代码：&#10951;
符号：⫈ 10进：10952 16进：2AC8 html代码：&#10952;
符号：⫉ 10进：10953 16进：2AC9 html代码：&#10953;
符号：⫊ 10进：10954 16进：2ACA html代码：&#10954;
符号：⫋ 10进：10955 16进：2ACB html代码：&#10955;
符号：⫌ 10进：10956 16进：2ACC html代码：&#10956;
符号：⫍ 10进：10957 16进：2ACD html代码：&#10957;
符号：⫎ 10进：10958 16进：2ACE html代码：&#10958;
符号：⫏ 10进：10959 16进：2ACF html代码：&#10959;
符号：⫐ 10进：10960 16进：2AD0 html代码：&#10960;
符号：⫑ 10进：10961 16进：2AD1 html代码：&#10961;
符号：⫒ 10进：10962 16进：2AD2 html代码：&#10962;
符号：⫓ 10进：10963 16进：2AD3 html代码：&#10963;
符号：⫔ 10进：10964 16进：2AD4 html代码：&#10964;
符号：⫕ 10进：10965 16进：2AD5 html代码：&#10965;
符号：⫖ 10进：10966 16进：2AD6 html代码：&#10966;
符号：⫗ 10进：10967 16进：2AD7 html代码：&#10967;
符号：⫘ 10进：10968 16进：2AD8 html代码：&#10968;
符号：⫙ 10进：10969 16进：2AD9 html代码：&#10969;
符号：⫚ 10进：10970 16进：2ADA html代码：&#10970;
符号：⫛ 10进：10971 16进：2ADB html代码：&#10971;
符号：⫝̸ 10进：10972 16进：2ADC html代码：&#10972;
符号：⫝ 10进：10973 16进：2ADD html代码：&#10973;
符号：⫞ 10进：10974 16进：2ADE html代码：&#10974;
符号：⫟ 10进：10975 16进：2ADF html代码：&#10975;
符号：⫠ 10进：10976 16进：2AE0 html代码：&#10976;
符号：⫡ 10进：10977 16进：2AE1 html代码：&#10977;
符号：⫢ 10进：10978 16进：2AE2 html代码：&#10978;
符号：⫣ 10进：10979 16进：2AE3 html代码：&#10979;
符号：⫤ 10进：10980 16进：2AE4 html代码：&#10980;
符号：⫥ 10进：10981 16进：2AE5 html代码：&#10981;
符号：⫦ 10进：10982 16进：2AE6 html代码：&#10982;
符号：⫧ 10进：10983 16进：2AE7 html代码：&#10983;
符号：⫨ 10进：10984 16进：2AE8 html代码：&#10984;
符号：⫩ 10进：10985 16进：2AE9 html代码：&#10985;
符号：⫪ 10进：10986 16进：2AEA html代码：&#10986;
符号：⫫ 10进：10987 16进：2AEB html代码：&#10987;
符号：⫬ 10进：10988 16进：2AEC html代码：&#10988;
符号：⫭ 10进：10989 16进：2AED html代码：&#10989;
符号：⫮ 10进：10990 16进：2AEE html代码：&#10990;
符号：⫯ 10进：10991 16进：2AEF html代码：&#10991;
符号：⫰ 10进：10992 16进：2AF0 html代码：&#10992;
符号：⫱ 10进：10993 16进：2AF1 html代码：&#10993;
符号：⫲ 10进：10994 16进：2AF2 html代码：&#10994;
符号：⫳ 10进：10995 16进：2AF3 html代码：&#10995;
符号：⫴ 10进：10996 16进：2AF4 html代码：&#10996;
符号：⫵ 10进：10997 16进：2AF5 html代码：&#10997;
符号：⫶ 10进：10998 16进：2AF6 html代码：&#10998;
符号：⫷ 10进：10999 16进：2AF7 html代码：&#10999;
符号：⫸ 10进：11000 16进：2AF8 html代码：&#11000;
符号：⫹ 10进：11001 16进：2AF9 html代码：&#11001;
符号：⫺ 10进：11002 16进：2AFA html代码：&#11002;
符号：⫻ 10进：11003 16进：2AFB html代码：&#11003;
符号：⫼ 10进：11004 16进：2AFC html代码：&#11004;
符号：⫽ 10进：11005 16进：2AFD html代码：&#11005;
符号：⫾ 10进：11006 16进：2AFE html代码：&#11006;
符号：⫿ 10进：11007 16进：2AFF html代码：&#11007;
符号：⬀ 10进：11008 16进：2B00 html代码：&#11008;
符号：⬁ 10进：11009 16进：2B01 html代码：&#11009;
符号：⬂ 10进：11010 16进：2B02 html代码：&#11010;
符号：⬃ 10进：11011 16进：2B03 html代码：&#11011;
符号：⬄ 10进：11012 16进：2B04 html代码：&#11012;
符号：⬅ 10进：11013 16进：2B05 html代码：&#11013;
符号：⬆ 10进：11014 16进：2B06 html代码：&#11014;
符号：⬇ 10进：11015 16进：2B07 html代码：&#11015;
符号：⬈ 10进：11016 16进：2B08 html代码：&#11016;
符号：⬉ 10进：11017 16进：2B09 html代码：&#11017;
符号：⬊ 10进：11018 16进：2B0A html代码：&#11018;
符号：⬋ 10进：11019 16进：2B0B html代码：&#11019;
符号：⬌ 10进：11020 16进：2B0C html代码：&#11020;
